"","Group.1","Group.2","x"
"477",1314,"HAYWOOD",0.069416684199453
"478",1415,"HAYWOOD",0.0448552448412814
"479",1516,"HAYWOOD",0.0516866028708134
"480",1617,"HAYWOOD",0.0117085935058285
"481",1718,"HAYWOOD",0.0847780573304131
"482",1920,"HAYWOOD",0.0620826156685035
"483",2021,"HAYWOOD",0.0217076887524987
"484",2122,"HAYWOOD",0.0568798760980101
"485",1011,"HENDERSON",0.080837703237263
"486",1112,"HENDERSON",0.0497361031476499
"487",1213,"HENDERSON",0.0275085706751055
"488",1314,"HENDERSON",0.0802050181774838
"489",1415,"HENDERSON",0.0431568940866212
"490",1516,"HENDERSON",0.0437786251177876
"491",1617,"HENDERSON",0.0960794733989955
"492",1718,"HENDERSON",0.0335948567069849
"493",1920,"HENDERSON",0.0315934065934066
"494",2021,"HENDERSON",0.00955157633645917
"495",2122,"HENDERSON",0.0115837521252125
"496",1011,"HERTFORD",0.0628075176855665
"497",1112,"HERTFORD",0.0317884182525067
"498",1213,"HERTFORD",0.0372744539411206
"499",1314,"HERTFORD",0.0331659243816924
"500",1415,"HERTFORD",0.0157638888888889
"501",1516,"HERTFORD",0.0650568181818182
"502",1617,"HERTFORD",0.0809371184371184
"503",1718,"HERTFORD",0.0794280836534358
"504",1920,"HERTFORD",0.00167534913297625
"505",2021,"HERTFORD",0.0124518613607189
"506",2122,"HERTFORD",0
"507",1011,"HOKE",0.0187931107212782
"508",1112,"HOKE",0.0617664752340577
"509",1213,"HOKE",0.0225265700483092
"510",1314,"HOKE",0.0349351552604696
"511",1415,"HOKE",0.00368162084783752
"512",1516,"HOKE",0.0773901766957323
"513",1617,"HOKE",0.0203672762152294
"514",1718,"HOKE",0.0136926610669489
"515",1920,"HOKE",0.0214325573898264
"516",2021,"HOKE",0.0156127976681516
"517",2122,"HOKE",0.0302232142857143
"518",1011,"HYDE",0.00723039215686275
"519",1112,"HYDE",0
"520",1213,"HYDE",0.00492063492063492
"521",1314,"HYDE",0.0546511627906977
"522",1415,"HYDE",0.0445652173913043
"523",1516,"HYDE",0.118961352657005
"524",1617,"HYDE",0.0367956511573533
"525",1718,"HYDE",0
"526",1920,"HYDE",0
"527",2021,"HYDE",0
"528",2122,"HYDE",0.0354166666666667
"529",1011,"IREDELL",0.0144758549221974
"530",1112,"IREDELL",0.0216959536081742
"531",1213,"IREDELL",0.0161851418635037
"532",1314,"IREDELL",0.0190848337987971
"533",1415,"IREDELL",0.0418045609159206
"534",1516,"IREDELL",0.0185550866383583
"535",1617,"IREDELL",0.0326752233675311
"536",1718,"IREDELL",0.0180023238335554
"537",1920,"IREDELL",0.0315644997692601
"538",2021,"IREDELL",0.0145332499967447
"539",2122,"IREDELL",0.0140937665597967
"540",1011,"JACKSON",0.0479777598421666
"541",1112,"JACKSON",0
"542",1213,"JACKSON",0.0459285997021846
"543",1314,"JACKSON",0.0105020110233875
"544",1415,"JACKSON",0.0114641995172969
"545",1516,"JACKSON",0.0717054263565891
"546",1617,"JACKSON",0.028313661646995
"547",1718,"JACKSON",0.00339095887469129
"548",1920,"JACKSON",0.0251378950506857
"549",2021,"JACKSON",0.0107136914621089
"550",2122,"JACKSON",0.0189034994793775
"551",1011,"JOHNSTON",0.0484097033780652
"552",1112,"JOHNSTON",0.0675845240906315
"553",1213,"JOHNSTON",0.056538370922765
"554",1314,"JOHNSTON",0.0682212308823203
"555",1415,"JOHNSTON",0.0483089598252602
"556",1516,"JOHNSTON",0.0359532108979731
"557",1617,"JOHNSTON",0.035488794568725
"558",1718,"JOHNSTON",0.0187088653412182
"559",1920,"JOHNSTON",0.0433811758935076
"560",2021,"JOHNSTON",0.0123974617373221
"561",2122,"JOHNSTON",0.0542540972469106
"562",1011,"JONES",0
"563",1112,"JONES",0.0140827922077922
"564",1213,"JONES",0.0162863756613757
"565",1314,"JONES",0.0444122116314408
"566",1415,"JONES",0.0391592534449677
"567",1516,"JONES",0.0795847750865052
"568",1617,"JONES",0.00994809688581315
"569",1718,"JONES",0.0629528985507246
"570",1920,"JONES",0.0476060191518468
"571",2021,"JONES",0.0124691696355166
"572",2122,"JONES",0.0387845849802372
"573",1011,"LEE",0.0163079426654175
"574",1112,"LEE",0.00111160406191462
"575",1213,"LEE",0.0178452082587421
"576",1314,"LEE",0
"577",1415,"LEE",0.0230418014357549
"578",1516,"LEE",0.011315948443608
"579",1617,"LEE",0.0198459056519804
"580",1718,"LEE",0.00785601155666945
"581",1920,"LEE",0.0468932248085603
"582",2021,"LEE",0.00631345177664975
"583",2122,"LEE",0.00259103641456583
"584",1011,"LENOIR",0.00980001721104567
"585",1112,"LENOIR",0.00424319584961096
"586",1213,"LENOIR",0.00176955507432864
"587",1314,"LENOIR",0.0182929802346229
"588",1415,"LENOIR",0.0224442923786563
"589",1516,"LENOIR",0.0137846895998506
"590",1617,"LENOIR",0.0255038780851789
"591",1718,"LENOIR",0.0169520257281932
"592",1920,"LENOIR",0.0247020272146626
"593",2021,"LENOIR",0.00161375661375661
"594",2122,"LENOIR",0.000312026449924232
"595",1011,"LINCOLN",0.0778990996478042
